row,col,val
RUG695 sp900321495,RUG695 sp900321495,1
RUG695 sp900321495,UBA1231 sp002308275,0
RUG695 sp900321495,Eubacterium_N saphenum,0
RUG695 sp900321495,CCP5 sp003017785,0
RUG695 sp900321495,Corynebacterium falsenii,0
RUG695 sp900321495,UBA668 sp002299395,0
RUG695 sp900321495,Campylobacter_D peloridis,0
RUG695 sp900321495,Thalassospira lohafexi,0
RUG695 sp900321495,UBA696 sp002298995,0
RUG695 sp900321495,Bizionia_B sp001678685,0
RUG695 sp900321495,UBA5456 sp002427325,0
RUG695 sp900321495,Thermofilum carboxyditrophus,0
RUG695 sp900321495,Leucobacter chironomi,0
RUG695 sp900321495,Pedobacter_A sp002257025,0
RUG695 sp900321495,Corynebacterium heidelbergense,0
RUG695 sp900321495,Palsa-1188 sp003132605,0
RUG695 sp900321495,2011-GWC2-44-17 sp001029695,0
RUG695 sp900321495,Prevotella sp900318855,0
RUG695 sp900321495,Pseudooceanicola_B sp002210165,0
RUG695 sp900321495,Arthrobacter_B koreensis,0
RUG695 sp900321495,Curvibacter_A delicatus,0
RUG695 sp900321495,UBA5169 sp002429485,0
RUG695 sp900321495,Fen-1135 sp003153775,0
RUG695 sp900321495,2-01-FULL-41-26 sp001794125,0
RUG695 sp900321495,Pseudooceanicola_B lipolyticus,0
RUG695 sp900321495,Streptomyces xinghaiensis,0
RUG695 sp900321495,2-02-FULL-45-10 sp001783035,0
RUG695 sp900321495,Pseudomonas_E sp000497835,0
RUG695 sp900321495,Psychrobacter sp000511065,0
RUG695 sp900321495,B23 sp001593875,0
RUG695 sp900321495,Chryseobacterium sp900078205,0
RUG695 sp900321495,Legionella_C erythra,0
RUG695 sp900321495,GWF2-43-63 sp002842495,0
RUG695 sp900321495,Mitsuaria sp001653795,0
RUG695 sp900321495,Zhihengliuella halotolerans,0
RUG695 sp900321495,Burkholderia paludis,0
RUG695 sp900321495,Thioalkalivibrio sp000376845,0
RUG695 sp900321495,Brevundimonas sp002432125,0
RUG695 sp900321495,Thiomicrospira sp002421475,0
RUG695 sp900321495,E85 sp003149435,0
RUG695 sp900321495,Mycoplana dimorpha,0
RUG695 sp900321495,Desulfurella acetivorans,0
RUG695 sp900321495,Ruminobacter sp900315145,0
RUG695 sp900321495,RC9 sp900167925,0
RUG695 sp900321495,BN30871 sp002424475,0
RUG695 sp900321495,Hippea maritima,0
RUG695 sp900321495,Halobacillus_A hunanensis,0
RUG695 sp900321495,UBA2773 sp002352465,0
RUG695 sp900321495,Spirillospora hibisca,0
RUG695 sp900321495,Deinococcus puniceus,0
UBA1231 sp002308275,RUG695 sp900321495,0
UBA1231 sp002308275,UBA1231 sp002308275,1
UBA1231 sp002308275,Eubacterium_N saphenum,0
UBA1231 sp002308275,CCP5 sp003017785,0
UBA1231 sp002308275,Corynebacterium falsenii,0
UBA1231 sp002308275,UBA668 sp002299395,0
UBA1231 sp002308275,Campylobacter_D peloridis,0
UBA1231 sp002308275,Thalassospira lohafexi,0
UBA1231 sp002308275,UBA696 sp002298995,0
UBA1231 sp002308275,Bizionia_B sp001678685,0
UBA1231 sp002308275,UBA5456 sp002427325,0
UBA1231 sp002308275,Thermofilum carboxyditrophus,0
UBA1231 sp002308275,Leucobacter chironomi,0
UBA1231 sp002308275,Pedobacter_A sp002257025,0
UBA1231 sp002308275,Corynebacterium heidelbergense,0
UBA1231 sp002308275,Palsa-1188 sp003132605,0
UBA1231 sp002308275,2011-GWC2-44-17 sp001029695,0
UBA1231 sp002308275,Prevotella sp900318855,0
UBA1231 sp002308275,Pseudooceanicola_B sp002210165,0
UBA1231 sp002308275,Arthrobacter_B koreensis,0
UBA1231 sp002308275,Curvibacter_A delicatus,0
UBA1231 sp002308275,UBA5169 sp002429485,0
UBA1231 sp002308275,Fen-1135 sp003153775,0
UBA1231 sp002308275,2-01-FULL-41-26 sp001794125,0
UBA1231 sp002308275,Pseudooceanicola_B lipolyticus,0
UBA1231 sp002308275,Streptomyces xinghaiensis,0
UBA1231 sp002308275,2-02-FULL-45-10 sp001783035,0
UBA1231 sp002308275,Pseudomonas_E sp000497835,0
UBA1231 sp002308275,Psychrobacter sp000511065,0
UBA1231 sp002308275,B23 sp001593875,0
UBA1231 sp002308275,Chryseobacterium sp900078205,0
UBA1231 sp002308275,Legionella_C erythra,0
UBA1231 sp002308275,GWF2-43-63 sp002842495,0
UBA1231 sp002308275,Mitsuaria sp001653795,0
UBA1231 sp002308275,Zhihengliuella halotolerans,0
UBA1231 sp002308275,Burkholderia paludis,0
UBA1231 sp002308275,Thioalkalivibrio sp000376845,0
UBA1231 sp002308275,Brevundimonas sp002432125,0
UBA1231 sp002308275,Thiomicrospira sp002421475,0
UBA1231 sp002308275,E85 sp003149435,0
UBA1231 sp002308275,Mycoplana dimorpha,0
UBA1231 sp002308275,Desulfurella acetivorans,0
UBA1231 sp002308275,Ruminobacter sp900315145,0
UBA1231 sp002308275,RC9 sp900167925,0
UBA1231 sp002308275,BN30871 sp002424475,0
UBA1231 sp002308275,Hippea maritima,0
UBA1231 sp002308275,Halobacillus_A hunanensis,0
UBA1231 sp002308275,UBA2773 sp002352465,0
UBA1231 sp002308275,Spirillospora hibisca,0
UBA1231 sp002308275,Deinococcus puniceus,0
Eubacterium_N saphenum,RUG695 sp900321495,0
Eubacterium_N saphenum,UBA1231 sp002308275,0
Eubacterium_N saphenum,Eubacterium_N saphenum,1
Eubacterium_N saphenum,CCP5 sp003017785,0
Eubacterium_N saphenum,Corynebacterium falsenii,0
Eubacterium_N saphenum,UBA668 sp002299395,0
Eubacterium_N saphenum,Campylobacter_D peloridis,0
Eubacterium_N saphenum,Thalassospira lohafexi,0
Eubacterium_N saphenum,UBA696 sp002298995,0
Eubacterium_N saphenum,Bizionia_B sp001678685,0
Eubacterium_N saphenum,UBA5456 sp002427325,0
Eubacterium_N saphenum,Thermofilum carboxyditrophus,0
Eubacterium_N saphenum,Leucobacter chironomi,0
Eubacterium_N saphenum,Pedobacter_A sp002257025,0
Eubacterium_N saphenum,Corynebacterium heidelbergense,0
Eubacterium_N saphenum,Palsa-1188 sp003132605,0
Eubacterium_N saphenum,2011-GWC2-44-17 sp001029695,0
Eubacterium_N saphenum,Prevotella sp900318855,0
Eubacterium_N saphenum,Pseudooceanicola_B sp002210165,0
Eubacterium_N saphenum,Arthrobacter_B koreensis,0
Eubacterium_N saphenum,Curvibacter_A delicatus,0
Eubacterium_N saphenum,UBA5169 sp002429485,0
Eubacterium_N saphenum,Fen-1135 sp003153775,0
Eubacterium_N saphenum,2-01-FULL-41-26 sp001794125,0
Eubacterium_N saphenum,Pseudooceanicola_B lipolyticus,0
Eubacterium_N saphenum,Streptomyces xinghaiensis,0
Eubacterium_N saphenum,2-02-FULL-45-10 sp001783035,0
Eubacterium_N saphenum,Pseudomonas_E sp000497835,0
Eubacterium_N saphenum,Psychrobacter sp000511065,0
Eubacterium_N saphenum,B23 sp001593875,0
Eubacterium_N saphenum,Chryseobacterium sp900078205,0
Eubacterium_N saphenum,Legionella_C erythra,0
Eubacterium_N saphenum,GWF2-43-63 sp002842495,0
Eubacterium_N saphenum,Mitsuaria sp001653795,0
Eubacterium_N saphenum,Zhihengliuella halotolerans,0
Eubacterium_N saphenum,Burkholderia paludis,0
Eubacterium_N saphenum,Thioalkalivibrio sp000376845,0
Eubacterium_N saphenum,Brevundimonas sp002432125,0
Eubacterium_N saphenum,Thiomicrospira sp002421475,0
Eubacterium_N saphenum,E85 sp003149435,0
Eubacterium_N saphenum,Mycoplana dimorpha,0
Eubacterium_N saphenum,Desulfurella acetivorans,0
Eubacterium_N saphenum,Ruminobacter sp900315145,0
Eubacterium_N saphenum,RC9 sp900167925,0
Eubacterium_N saphenum,BN30871 sp002424475,0
Eubacterium_N saphenum,Hippea maritima,0
Eubacterium_N saphenum,Halobacillus_A hunanensis,0
Eubacterium_N saphenum,UBA2773 sp002352465,0
Eubacterium_N saphenum,Spirillospora hibisca,0
Eubacterium_N saphenum,Deinococcus puniceus,0
CCP5 sp003017785,RUG695 sp900321495,0
CCP5 sp003017785,UBA1231 sp002308275,0
CCP5 sp003017785,Eubacterium_N saphenum,0
CCP5 sp003017785,CCP5 sp003017785,1
CCP5 sp003017785,Corynebacterium falsenii,0
CCP5 sp003017785,UBA668 sp002299395,0
CCP5 sp003017785,Campylobacter_D peloridis,0
CCP5 sp003017785,Thalassospira lohafexi,0
CCP5 sp003017785,UBA696 sp002298995,0
CCP5 sp003017785,Bizionia_B sp001678685,0
CCP5 sp003017785,UBA5456 sp002427325,0
CCP5 sp003017785,Thermofilum carboxyditrophus,0
CCP5 sp003017785,Leucobacter chironomi,0
CCP5 sp003017785,Pedobacter_A sp002257025,0
CCP5 sp003017785,Corynebacterium heidelbergense,0
CCP5 sp003017785,Palsa-1188 sp003132605,0
CCP5 sp003017785,2011-GWC2-44-17 sp001029695,0
CCP5 sp003017785,Prevotella sp900318855,0
CCP5 sp003017785,Pseudooceanicola_B sp002210165,0
CCP5 sp003017785,Arthrobacter_B koreensis,0
CCP5 sp003017785,Curvibacter_A delicatus,0
CCP5 sp003017785,UBA5169 sp002429485,0
CCP5 sp003017785,Fen-1135 sp003153775,0
CCP5 sp003017785,2-01-FULL-41-26 sp001794125,0
CCP5 sp003017785,Pseudooceanicola_B lipolyticus,0
CCP5 sp003017785,Streptomyces xinghaiensis,0
CCP5 sp003017785,2-02-FULL-45-10 sp001783035,0
CCP5 sp003017785,Pseudomonas_E sp000497835,0
CCP5 sp003017785,Psychrobacter sp000511065,0
CCP5 sp003017785,B23 sp001593875,0
CCP5 sp003017785,Chryseobacterium sp900078205,0
CCP5 sp003017785,Legionella_C erythra,0
CCP5 sp003017785,GWF2-43-63 sp002842495,0
CCP5 sp003017785,Mitsuaria sp001653795,0
CCP5 sp003017785,Zhihengliuella halotolerans,0
CCP5 sp003017785,Burkholderia paludis,0
CCP5 sp003017785,Thioalkalivibrio sp000376845,0
CCP5 sp003017785,Brevundimonas sp002432125,0
CCP5 sp003017785,Thiomicrospira sp002421475,0
CCP5 sp003017785,E85 sp003149435,0
CCP5 sp003017785,Mycoplana dimorpha,0
CCP5 sp003017785,Desulfurella acetivorans,0
CCP5 sp003017785,Ruminobacter sp900315145,0
CCP5 sp003017785,RC9 sp900167925,0
CCP5 sp003017785,BN30871 sp002424475,0
CCP5 sp003017785,Hippea maritima,0
CCP5 sp003017785,Halobacillus_A hunanensis,0
CCP5 sp003017785,UBA2773 sp002352465,0
CCP5 sp003017785,Spirillospora hibisca,0
CCP5 sp003017785,Deinococcus puniceus,0
Corynebacterium falsenii,RUG695 sp900321495,0
Corynebacterium falsenii,UBA1231 sp002308275,0
Corynebacterium falsenii,Eubacterium_N saphenum,0
Corynebacterium falsenii,CCP5 sp003017785,0
